ra,dec,Z_1,ZWARNING,CLASS,SPECOBJID,objID,dered_u,dered_g,dered_r,dered_i,dered_z,run,camcol,field
130.805861393981,0.848655265300152,1.0054915,4,QSO,b'  14108777226825914368',1237646798141719818,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,308,5,163
191.33656647724,-0.151166363029717,1.0946285,4,QSO,b'   4333670743537899520',1237648673972224418,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,745,3,217
171.337526219606,-1.26795526835537,2.0188582,4,QSO,b'   4322385361240348672',1237648702961156540,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,752,1,185
181.973188681663,0.596944166125766,1.4285656,4,QSO,b'   4328222664210798592',1237648705113293479,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,752,5,256
189.297618330743,0.486652275769707,1.2332826,4,QSO,b'   4332686686888941568',1237648705116569935,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,752,5,306
222.377804477153,0.568250298545853,2.828572,4,QSO,b'   4523932440469985280',1237648705131053633,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,752,5,527
131.269821183187,-0.832978723579968,1.0708312,4,QSO,b'  14101903629884872704',1237648720135652867,-9999.0,23.66213,-9999.0,21.54009,21.16086,756,1,103
133.882060076396,-0.945283826678292,1.5887412,4,QSO,b'  14111000989076314112',1237648720136766429,-9999.0,-9999.0,21.36427,20.98477,-9999.0,756,1,120
136.126853238024,-0.0074653052724426,1.9140083,4,QSO,b'    529221641968838656',1237648721211490884,20.08397,-9999.0,20.01283,19.81951,19.77814,756,3,135
145.397709602334,-0.154730144845344,1.3732326,4,QSO,b'    299564993991436288',1237648721215619074,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,756,3,198
185.51286009415,-0.20007171187215,2.1218777,4,QSO,b'   4330232021811222528',1237648721233183124,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,756,3,466
215.152813111653,-0.0948053016207403,1.1549993,4,QSO,b'   4538719222294140928',1237648721246159187,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,756,3,664
184.69567247812,0.62418331579665,1.3134236,4,QSO,b'   4330422237322827776',1237648722306531984,22.8865,21.65922,21.46688,21.06441,-9999.0,756,5,460
200.633059417517,0.7704869980489,1.6820534,4,QSO,b'   4560043700475156480',1237648722313544037,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,756,5,567
166.964487869372,1.13823948557011,1.4285916,4,QSO,b'   4320255607167014912',1237648722835604459,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,756,6,341
338.617921403418,0.356303786581244,1.4934462,4,QSO,b'  10301065090762561536',1237649808379675128,23.9723,-9999.0,21.27021,21.23426,20.76722,1009,4,205
339.086453006643,0.62640308757751,1.0203742,4,QSO,b'  10405573945575364608',1237649808916808363,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1009,5,209
334.715525672395,-1.04976794328055,4.73733,4,QSO,b'  10298668980030953472',1237649909842576506,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1033,1,118
338.842661054018,0.802543967225281,4.857771,4,QSO,b'  10405587964348618752',1237649911991829605,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1033,5,145
24.2488209307979,15.2457420121903,2.6670654,4,QSO,b'    479735921348995072',1237649955479224555,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1043,6,158
332.178988478965,-1.06751865788545,3.9973369,4,QSO,b'   1660716155192502272',1237650008622563755,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1056,1,53
346.598695949483,-0.76979572021033,3.528708,4,QSO,b'    427846667589412864',1237650009165725877,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1056,2,149
338.060723137105,-0.362973157862126,1.2591656,4,QSO,b'   1166464232309417984',1237650009698861229,-9999.0,-9999.0,18.57382,18.16989,17.66619,1056,3,92
356.48149490463,-0.345170989392258,1.4029704,4,QSO,b'   9872018599379752960',1237650009706922594,-9999.0,-9999.0,23.23064,21.67975,-9999.0,1056,3,215
132.781584067106,-0.424284297700218,1.8803698,4,QSO,b'  14111048268076308480',1237650795677287204,22.16318,-9999.0,20.88486,20.08463,-9999.0,1239,3,83
140.509774428399,-1.1477072441087,1.1875528,4,QSO,b'  14124485674540488704',1237650805336441197,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1241,5,14
141.327220773528,55.9600312972284,1.01629,4,QSO,b'   8382407382559643648',1237651065195790592,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1302,1,225
134.08433611869,53.8725411860966,2.0067506,4,QSO,b'   5804207083823060992',1237651066804437375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1302,4,195
134.626166859346,54.8341349991475,1.2436209,4,QSO,b'   5803161446889314304',1237651067341701416,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1302,5,201
155.848441888322,62.8436114185109,2.5844927,4,QSO,b'   7982796202612905984',1237651067347599741,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1302,5,291
131.256034606228,53.5990777311066,1.5589069,4,QSO,b'   5806483347384588288',1237651067877524099,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1302,6,185
140.465341985013,56.0043552384234,3.3321412,4,QSO,b'   6445985985033689088',1237651190287237474,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1331,2,233
140.891101976096,56.6157099889006,2.0244203,4,QSO,b'   6445993406737176576',1237651190824370576,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1331,3,237
126.091032424871,49.2427847725763,1.0921111,4,QSO,b'   4159144986892589056',1237651192429937078,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1331,6,160
147.132298428246,60.5992754390281,1.976812,4,QSO,b'   6439182196830132224',1237651196715598079,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1332,6,18
259.866665819591,58.37214166202,2.4517002,4,QSO,b'    412165986284759040',1237651213361217944,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1336,5,58
143.424848922194,56.746492425284,1.9153512,4,QSO,b'   8382346909420115968',1237651249879056570,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1345,1,220
174.265452380134,63.7403980486209,1.4168494,4,QSO,b'   8008756497650833408',1237651249886331130,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1345,1,331
232.932683745073,54.0411200137804,1.2607255,4,QSO,b'   7552669174499399680',1237651249899700698,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1345,1,535
124.498863688171,48.2652860219511,1.2782036,4,QSO,b'   4158045750125942784',1237651252557250976,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1345,6,126
125.330690314978,48.5446159074807,1.2853117,4,QSO,b'   4158161748602673152',1237651271348388586,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1350,1,136
159.73833190076,64.4720127307596,1.3752943,4,QSO,b'   7990734951577573376',1237651271895876276,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1350,2,298
210.864549453395,64.9069375667773,1.2342951,4,QSO,b'    560751238329690112',1237651272442052961,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1350,3,440
130.63493544495,54.9192074903481,1.5597843,4,QSO,b'   5805400328464783360',1237651272962081401,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1350,4,183
196.146481307404,68.1847574396641,1.0948814,4,QSO,b'   7841017203361339392',1237651274049847515,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1350,6,397
122.239694682286,48.6093597560919,1.0537758,4,QSO,b'   4152432744356665344',1237651328792461831,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1363,4,119
146.652745240772,63.1174449101536,1.1544067,4,QSO,b'   6442534882560464896',1237651337912255135,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1365,5,12
132.419043797449,55.494067233306,3.4669273,4,QSO,b'   5803096575703275520',1237651495763378890,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1402,3,181
114.049327780441,39.7009271859077,3.1491654,4,QSO,b'   4125407297831983104',1237651496828469933,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1402,5,49
209.062339437173,-0.578761404728286,1.149083,4,QSO,b'   4548636817193457664',1237651503809036761,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1404,2,68
128.227368044851,53.4210325130381,1.769231,4,QSO,b'   5805232927819454464',1237651534946042463,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1411,4,45
144.231305125958,61.3336190551511,1.3006995,4,QSO,b'   6440265500526401536',1237651538704269896,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1412,3,47
235.493736074426,57.3178307147356,1.176951,4,QSO,b'   9485940499380721664',1237651539259949406,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1412,4,334
138.768468046421,60.2247749232344,1.3315759,4,QSO,b'   6431316850265839616',1237651539776831933,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1412,5,29
161.488331445323,66.3630194958221,2.2415159,4,QSO,b'   7999670134045431808',1237651539781943933,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1412,5,107
154.24369235466,1.6300081008599,4.1269608,4,QSO,b'    565377707928479744',1237651735745659633,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1458,2,196
140.601352568198,0.726369610591992,1.2073315,4,QSO,b'  14124651700796282880',1237651752382497437,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1462,1,102
166.566416283861,1.10804681407667,1.2107556,4,QSO,b'   4320215749870508032',1237651752393834874,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1462,1,275
130.700638080371,1.46404536027227,4.382698,4,QSO,b'  14108783549017774080',1237651753988719826,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1462,4,35
203.506763923103,2.43155921566522,1.9582689,4,QSO,b'    594540605678315520',1237651754020569820,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1462,4,521
136.962641923382,2.13265677570251,3.72437,4,QSO,b'  14123440038948919296',1237651754528408347,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1462,5,78
235.743578259853,0.0991129188868739,1.4235339,4,QSO,b'    354680213910611968',1237651818417160847,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1477,4,95
237.124346896741,2.33502760496582,1.6092765,4,QSO,b'    668809867439400960',1237651821644874546,-9999.0,-9999.0,19.33006,18.69206,-9999.0,1478,2,194
343.522577864155,-8.47278561015833,1.1963139,4,QSO,b'    815266469335033856',1237652600648565183,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1659,5,255
312.937957973837,-5.77218026608121,4.940705,4,QSO,b'   2158525828076431360',1237652935641727894,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1737,5,37
321.162441216622,-6.74962708055525,1.7634168,4,QSO,b'    720693899542161408',1237652935645332405,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1737,5,92
346.34187155305,13.3212197352407,4.432957,4,QSO,b'   6919968124419987456',1237652942095778132,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1739,1,214
353.518814865458,14.6190046930803,1.2596637,4,QSO,b'   6916676186639980544',1237652943172600550,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1739,3,261
0.789418661802188,14.9231827324047,1.935935,4,QSO,b'   6954893836448716800',1237652943175680277,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1739,3,308
37.7064708917103,-0.831407191682201,1.3450624,4,QSO,b'  10485678585322690560',1237652997923734270,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1752,1,113
35.3643079033469,-0.634165968410365,1.0072474,4,QSO,b'   1697927202777098240',1237652998459556003,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1752,2,97
39.4781281054427,0.846970167595073,1.3113929,4,QSO,b'   8810360677913090048',1237653000071938853,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1752,5,124
318.126028014617,-1.28700302171128,1.1584194,4,QSO,b'  10379732946760521728',1237653010807522995,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1755,1,96
342.250605812111,-1.07069824850877,1.6701812,4,QSO,b'    761190561993484288',1237653010818073423,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1755,1,257
16.9297120162022,-1.28649587972088,1.6801221,4,QSO,b'  10507071239163762688',1237653010833277789,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1755,1,489
353.105108190688,-0.645147775844242,1.1865519,4,QSO,b'   9869753880254109696',1237653011359728392,-9999.0,22.54321,21.22044,21.65157,20.15962,1755,2,330
27.1344847815686,-0.64506422358749,1.5169753,4,QSO,b'   8827188428045309952',1237653011374604853,-9999.0,-9999.0,21.62934,21.24883,20.50256,1755,2,557
322.478506579455,-0.225528065195582,1.8517197,4,QSO,b'  10335927849895352320',1237653011883230016,-9999.0,-9999.0,21.6748,21.35023,21.08081,1755,3,126
355.34131708084,-0.447564682630332,1.9069947,4,QSO,b'   9870858339298334720',1237653011897582017,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1755,3,345
12.3585220981311,-0.445801023000144,1.048738,4,QSO,b'   8860851076259403776',1237653011905052989,22.52727,22.02441,21.21472,-9999.0,-9999.0,1755,3,459
31.7940931453565,-0.327875402220465,1.4046391,4,QSO,b'   1751944023381141504',1237653011913573174,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1755,3,589
338.504120142596,0.194928842647527,1.3125608,4,QSO,b'  10301066190274189312',1237653012427047669,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1755,4,232
23.8600648747143,0.075995155049348,1.525624,4,QSO,b'   8835002382457001984',1237653012446970143,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1755,4,536
26.8035538413549,-0.0249193405568332,2.522132,4,QSO,b'  10557771644902070272',1237653012448215557,25.79562,21.15886,20.2069,-9999.0,-9999.0,1755,4,555
10.2457244836934,0.439846660235582,1.8200489,4,QSO,b'   8858849415173265408',1237653012977811973,-9999.0,-9999.0,22.19503,-9999.0,-9999.0,1755,5,444
347.477684324835,0.900227102017996,1.0532279,4,QSO,b'  10329134248750241792',1237653013504786633,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1755,6,293
37.3649237082076,-8.25541225291924,1.1101197,4,QSO,b'   4941733388614916096',1237653471978193022,22.0792,-9999.0,22.33588,21.766,-9999.0,1862,4,74
54.2571997563389,-1.06035578908664,1.4207422,4,QSO,b'    802768594264942592',1237653474661761757,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1863,1,62
38.331439608327,-8.17533701698868,1.0027883,4,QSO,b'   4941788913952118784',1237653575058194692,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1886,4,86
44.3782712009113,-7.13394921963688,1.4068513,4,QSO,b'   7944395482759190528',1237653575597686903,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1886,5,126
41.5691617937887,0.331573452463636,3.8743312,4,QSO,b'   4110896493157963776',1237653579352900035,-9999.0,-9999.0,20.66449,-9999.0,-9999.0,1887,4,82
143.700729420352,54.2434263086677,1.5736551,4,QSO,b'   6428990284600989696',1237653586879971752,-9999.0,-9999.0,21.25011,-9999.0,-9999.0,1889,2,248
132.154595858492,49.5228953306154,4.3025284,4,QSO,b'   5810995468982048768',1237653587950043404,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1889,4,192
142.138284629724,55.0311912765815,1.5512693,4,QSO,b'   6445785873917433856',1237653613722534074,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1895,4,233
134.67843852464,51.9288337518711,2.057923,4,QSO,b'   5804069095113775104',1237653614257045872,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1895,5,197
151.363981344193,56.7689924760996,2.6624367,4,QSO,b'   7976046575020693504',1237653616394830081,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1896,1,49
356.056731073032,14.1923407504848,1.1234899,4,QSO,b'    842226494095779840',1237653651296420495,24.80788,-9999.0,20.27576,-9999.0,-9999.0,1904,2,125
341.988228554962,14.9142558577533,2.2732427,4,QSO,b'   5673428426633271296',1237653653438005687,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1904,6,35
5.59266233375831,16.0871977522926,4.5387335,4,QSO,b'    847917841159055360',1237653653447901672,-9999.0,-9999.0,20.27535,-9999.0,-9999.0,1904,6,186
155.471333781561,-0.150978518400249,1.0190624,4,QSO,b'   4313362768285947904',1237653669008376040,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1908,3,52
156.082287754068,0.661644335495858,2.3538988,4,QSO,b'   4313586793780107264',1237653670082314956,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1908,5,55
136.377373972823,52.0626077695264,2.700383,4,QSO,b'   8213516904796805120',1237654339565191877,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,2064,4,129
211.008739790648,61.3162477252322,2.9619424,4,QSO,b'   7673059100117456896',1237654342253740247,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,2065,1,193
200.959372965912,63.4398545670452,2.786039,4,QSO,b'    678972104145659904',1237654342788383122,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,2065,2,159
156.649147779352,58.1207539908495,3.2296906,4,QSO,b'    629379736048527360',1237654380909494274,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,2074,1,209
119.806091889575,38.5283325773092,2.3315754,4,QSO,b'   4280819972396308480',1237654390565831649,-9999.0,-9999.0,21.45794,21.8043,-9999.0,2076,3,97
127.061501005331,45.3420573746064,3.1154625,4,QSO,b'   8247275479310292992',1237654390569632690,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,2076,3,155
150.087198454205,3.0531069427915,1.3710932,4,QSO,b'   5333612528420542464',1237654599952761522,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,2125,1,208
145.665640631328,4.07351622737365,1.3197701,4,QSO,b'    641893002167478272',1237654601561538674,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,2125,4,180
139.792994692742,3.01134501786719,1.3436058,4,QSO,b'  14126870240349673472',1237654604779947041,-9999.0,-9999.0,22.21601,-9999.0,-9999.0,2126,2,137
172.456100765483,5.1744852611066,2.0203385,4,QSO,b'   5368499213004199936',1237654605867975506,24.3853,-9999.0,21.41663,21.37828,21.44984,2126,4,355
181.794719690072,63.7369888723126,1.0546783,4,QSO,b'   7852145355412232192',1237654608530702650,-9999.0,-9999.0,20.08163,19.82882,-9999.0,2127,1,25
145.40176174228,51.6360370930487,1.21965,4,QSO,b'   6460553953893701632',1237654625725841518,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,2131,1,258
122.108243494033,36.9880707958663,1.168916,4,QSO,b'   4283092658786949120',1237654626253013975,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,2131,2,110
137.462595405029,48.3619457074285,1.2060802,4,QSO,b'   6454913743734462464',1237654626260025772,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,2131,2,217
117.154190918267,32.7400334760055,1.4471085,4,QSO,b'   4223330352972978176',1237654626787394192,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,2131,3,72
111.28737028392,26.08184227456,1.2683524,4,QSO,b'  12481856525454039040',1237654627320595996,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,2131,4,16
127.137534514536,42.6442562251176,2.068518,4,QSO,b'   4287624849843836928',1237654627329770367,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,2131,4,156
233.141761480391,53.5896688199914,3.3150694,4,QSO,b'   7559526828437952512',1237654638604124470,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,2134,1,157
131.081832621279,44.7688933616132,2.5126624,4,QSO,b'   9322711381622151168',1237654652029305168,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,2137,2,209
128.913309200664,43.7951895039529,1.4051732,4,QSO,b'   7184368786539304960',1237654652565324719,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,2137,3,196
130.414159006128,44.8221885010533,1.9366388,4,QSO,b'   7185763242362558464',1237654652566045359,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,2137,3,207
124.601409900477,38.906532227942,2.5801399,4,QSO,b'  10539628877688625152',1237654664365540039,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,2140,1,29
124.170089509329,40.3689788641802,2.824723,4,QSO,b'  10539742677142099968',1237654665976611191,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,2140,4,36
174.4693666212,58.9152094601914,1.4777632,4,QSO,b'   7992994447955875840',1237654780877275294,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,2167,2,193
153.468281929918,-1.86902637094032,3.2561955,4,QSO,b'   4243526182652631040',1237654872146379215,-9999.0,-9999.0,20.7949,20.81875,-9999.0,2188,4,209
171.630093417125,63.4784268407194,1.2906166,4,QSO,b'   8008657541604333568',1237654874820838084,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,2189,1,58
210.970141965717,3.61806778822109,2.1557837,4,QSO,b'   5385304693579995136',1237654879124652357,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,2190,1,193
134.542745311854,-1.86266464600211,1.5645128,4,QSO,b'  14110948762273994752',1237654897376297906,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,2194,3,163
220.989612259353,61.56764390778,1.0585389,4,QSO,b'   7671007686297933824',1237654947834561053,22.78284,-9999.0,21.62876,21.3532,-9999.0,2206,1,47
126.562352869772,40.3763321583387,2.5856526,4,QSO,b'   4234717995539388416',1237655106749595841,18.83258,-9999.0,19.3174,19.57734,19.85592,2243,1,66
130.364897573853,44.5314039182609,2.339707,4,QSO,b'   5272837303005632512',1237655107825500420,-9999.0,-9999.0,19.41516,19.41013,-9999.0,2243,3,99
194.539131615013,59.2373047472158,2.3990872,4,QSO,b'   7695718385515255808',1237655107843260679,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,2243,3,370
129.244664769685,45.7343501419867,1.1143008,4,QSO,b'    618121006237640704',1237655109436244319,20.8451,-9999.0,20.17292,20.26539,-9999.0,2243,6,101
197.304526424424,5.00552605777944,2.8859475,4,QSO,b'   5359459023568787456',1237655125551743285,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,2247,4,244
254.30825209745,34.9011217986634,1.074121,4,QSO,b'    923268750285760512',1237655128233149057,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,2248,1,199
134.239934282885,-1.84272645371598,1.018991,4,QSO,b'  14110972401773991936',1237655176544321883,-9999.0,-9999.0,21.12094,20.43371,-9999.0,2259,3,89
135.289363692451,-1.48989503796951,2.140886,4,QSO,b'  14110917151314696192',1237655177081717194,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,2259,4,97
164.46753601428,62.2170948773423,4.8517265,4,QSO,b'    871540024737294336',1237655345657086172,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,2298,6,65
227.129867488912,53.6261695440082,3.3065426,4,QSO,b'   7558302521485449216',1237655347277332631,-9999.0,-9999.0,19.20286,-9999.0,-9999.0,2299,1,212
198.348749213702,62.5534398553322,1.0316437,4,QSO,b'   7682049811194075136',1237655349417279703,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,2299,5,97
